CHORD_ROOT,CHORD_TYPE,CHORD_STRUCTURE,FINGER_POSITIONS,NOTE_NAMES,FRETS
B,m7,1;b3;5;b7,"2,x,3,3,x,x",B A D,"7, x, 7, 7, x, x"
B,m7,1;b3;5;b7,"1,3,1,1,1,1",B F# A D F# B,"7, 9, 7, 7, 7, 7"
B,m7,1;b3;5;b7,"2,x,3,3,3,x",B A D F#,"7, x, 7, 7, 7, x"
B,m7,1;b3;5;b7,"x,2,0,3,4,x",B D A D,"x, 2, 0, 2, 3, x"
B,m7,1;b3;5;b7,"x,2,x,3,4,x",B A D,"x, 2, x, 2, 3, x"
B,m7,1;b3;5;b7,"x,x,1,3,2,2",B F# A D,"x, x, 9, 11, 10, 10"
B,m7,1;b3;5;b7,"x,x,1,1,1,1",A D F# B,"x, x, 7, 7, 7, 7"
B,m7,1;b3;5;b7,"2,x,1,4,3,x",D B F# A,"10, x, 9, 11, 10, x"
B,m7,1;b3;5;b7,"x,x,0,1,0,2",D A B F#,"x, x, 0, 2, 0, 2"
B,m7,1;b3;5;b7,"x,x,2,3,1,4",F# B D A,"x, x, 4, 4, 3, 5"
B,m7,1;b3;5;b7,"x,2,1,1,x,3",D F# B A,"x, 5, 4, 4, x, 5"
B,m7,1;b3;5;b7,"x,4,1,2,0,x",F# A D B,"x, 9, 7, 7, 0, x"
B,m7,1;b3;5;b7,"x,0,2,3,1,x",A F# B D,"x, 0, 4, 4, 3, x"
B,m(maj7),1;b3;5;7,"x,1,3,4,2,x",A# F# B D,"x, 1, 4, 4, 3, x"
B,dim,1;b3;b5,"x,1,2,4,3,x",B F B D,"x, 2, 3, 4, 3, x"
B,dim,1;b3;b5,"x,x,4,3,1,2",B D F B,"x, x, 9, 7, 6, 7"
B,dim,1;b3;b5,"x,x,1,2,4,3",B F B D,"x, x, 9, 10, 0, 10"
B,dim,1;b3;b5,"x,x,x,3,2,1",B D F,"x, x, x, 4, 3, 1"
B,dim,1;b3;b5,"x,4,2,1,x,x",B D F,"x, 2, 0, 10, x, x"
B,6,1;3;5;6,"x,3,1,2,0,x",B D# G# B,"x, 2, 1, 1, 0, x"
B,6,1;3;5;6,"x,1,3,3,3,3",B F# B D# G#,"x, 2, 4, 4, 4, 4"
B,6,1;3;5;6,"1,x,3,2,4,1",B B D# G# B,"7, x, 9, 8, 9, 7"
B,6,1;3;5;6,"x,1,4,x,x,x",B G#,"x, 2, 6, x, x, x"
B,6,1;3;5;6,"x,x,1,1,1,1",F# B D# G#,"x, x, 4, 4, 4, 4"
B,7(#5),1;3;#5;b7,"x,0,1,0,0,4",A D# G B G,"x, 0, 1, 0, 0, 3"
B,7(#5),1;3;#5;b7,"x,1,4,1,3,2",B G A D# G,"x, 2, 5, 2, 4, 3"
B,7(#5),1;3;#5;b7,"1,x,1,2,3,1",B A D# G B,"7, x, 7, 8, 8, 7"
B,7sus4,1;4;5;b7,"x,1,2,3,0,0",B E A B E,"x, 2, 2, 2, 0, 0"
B,7sus4,1;4;5;b7,"x,1,3,1,4,1",B F# A E F#,"x, 2, 4, 2, 5, 2"
B,7sus4,1;4;5;b7,"1,3,1,4,1,1",B F# A E F# B,"7, 9, 7, 9, 7, 7"
B,maj7,1;3;5;7,"x,1,3,2,4,1",B F# A# D# F#,"x, 2, 4, 3, 4, 2"
B,maj7,1;3;5;7,"1,4,2,3,1,x",B F# A# D# F#,"7, 9, 8, 8, 7, x"
B,maj7,1;3;5;7,"x,x,4,3,2,1",B D# F# A#,"x, x, 9, 8, 7, 6"
B,maj7,1;3;5;7,"x,1,3,2,4,x",B F# A# D#,"x, 2, 4, 3, 4, x"
B,maj7,1;3;5;7,"1,x,3,4,2,x",B A# D# F#,"7, x, 8, 8, 7, x"
B,5,1;5,"1,3,x,x,x,x",B F#,"7, 9, x, x, x, x"
B,5,1;5,"x,1,3,4,x,x",B F# B,"x, 2, 4, 4, x, x"
B,5,1;5,"x,1,3,x,x,x",B F#,"x, 2, 4, x, x, x"
B,5,1;5,"x,1,3,4,0,x",B F# B B,"x, 2, 4, 4, 0, x"
B,5,1;5,"1,3,4,x,x,x",B F# B,"7, 9, 9, x, x, x"
B,5,1;5,"1,1,3,x,x,x",F# B F#,"2, 2, 4, x, x, x"
B,5,1;5,"x,x,1,3,4,x",B F# B,"x, x, 9, 11, 0, x"
B,5,1;5,"x,x,x,1,4,x",B F#,"x, x, x, 4, 7, x"
B,7(#11),1;3;5;b7;#11,"2,x,3,4,1,x",B A D# F,"7, x, 7, 8, 6, x"
B,m6,1;b3;5;6,"x,2,0,1,0,3",B D G# B F#,"x, 2, 0, 1, 0, 2"
B,m6,1;b3;5;6,"x,1,x,3,2,4",B B D G#,"x, 2, x, 4, 3, 4"
B,m6,1;b3;5;6,"1,x,3,1,4,1",B B D G# B,"7, x, 9, 7, 9, 7"
B,m6,1;b3;5;6,"x,1,2,1,3,x",G# D F# B,"x, 11, 0, 11, 0, x"
B,7(b9),1;3;5;b7;b9,"x,2,1,3,1,x",B D# A C,"x, 2, 1, 2, 1, x"
B,7(b9),1;3;5;b7;b9,"3,2,4,1,x,x",B D# A C,"7, 6, 7, 5, x, x"
B,7(b9),1;3;5;b7;b9,"1,x,1,2,1,3",B A D# F# B,"7, x, 7, 8, 7, 7"
B,7(b9),1;3;5;b7;b9,"x,2,1,3,1,4",B D# A C F#,"x, 2, 1, 2, 1, 2"
B,7(b9),1;3;5;b7;b9,"1,x,2,3,x,4",B A D# C,"7, x, 7, 8, x, 8"
B,7(b9),1;3;5;b7;b9,"x,2,3,1,4,x",D# A C F#,"x, 6, 7, 5, 7, x"
B,m9,1;b3;5;b7;9,"x,1,0,2,3,x",B D A C#,"x, 2, 0, 2, 2, x"
B,m9,1;b3;5;b7;9,"3,1,4,2,x,x",B D A C#,"7, 5, 7, 6, x, x"
B,m9,1;b3;5;b7;9,"1,3,1,1,1,4",B F# A D F# C#,"7, 9, 7, 7, 7, 9"
B,sus4,1;4;5,"x,1,2,3,4,1",B F# B E F#,"x, 2, 4, 4, 5, 2"
B,sus4,1;4;5,"x,x,1,1,2,4",F# B E B,"x, x, 4, 4, 5, 7"
B,sus4,1;4;5,"1,1,3,4,1,1",B E B E F# B,"7, 7, 9, 9, 7, 7"
B,sus4,1;4;5,"x,1,3,3,4,x",B F# B E,"x, 2, 4, 4, 5, x"
B,sus4,1;4;5,"x,1,3,4,0,0",B F# B B E,"x, 2, 4, 4, 0, 0"
B,6/9,1;3;5;6;9,"x,2,1,1,3,4",B D# G# C# F#,"x, 2, 1, 1, 2, 2"
B,6/9,1;3;5;6;9,"2,1,1,1,3,4",B D# G# C# F# B,"7, 6, 6, 6, 7, 7"
B,6/9,1;3;5;6;9,"x,x,2,1,3,4",B D# G# C#,"x, x, 9, 8, 9, 9"
C,9(#5),1;3;#5;b7;9,"x,x,1,2,3,4",Bb E G# D,"x, x, 8, 9, 9, 10"
C,13,1;3;5;b7;9;11;13,"x,2,1,3,3,4",C E Bb D A,"x, 3, 2, 3, 3, 5"
C,13,1;3;5;b7;9;11;13,"3,x,4,2,1,1",C Bb D E A,"8, x, 8, 7, 5, 5"
C,13,1;3;5;b7;9;11;13,"1,x,1,2,3,4",C Bb E A D,"8, x, 8, 9, 10, 10"
C,13,1;3;5;b7;9;11;13,"1,x,2,3,4,x",C Bb E A,"8, x, 8, 9, 10, x"
C,13,1;3;5;b7;9;11;13,"1,3,1,2,4,1",C G Bb E A C,"8, 10, 8, 9, 10, 8"
C,13,1;3;5;b7;9;11;13,"x,x,1,2,2,4",E Bb D A,"x, x, 2, 3, 3, 5"
C,13,1;3;5;b7;9;11;13,"x,1,x,1,1,4",C Bb D A,"x, 3, x, 3, 3, 5"
C,13,1;3;5;b7;9;11;13,"1,x,1,2,3,1",C Bb E A C,"8, x, 8, 9, 10, 8"
C,7(#9),1;3;5;b7;#9,"x,2,1,3,4,x",C E Bb D#,"x, 3, 2, 3, 4, x"
C,7(#9),1;3;5;b7;#9,"2,1,3,3,3,x",C E Bb D# G,"8, 7, 8, 8, 8, x"
C,7(#9),1;3;5;b7;#9,"1,3,1,2,1,4",C G Bb E G D#,"8, 10, 8, 9, 8, 11"
C,9,1;3;5;b7;9,"x,2,1,3,4,x",C E Bb D,"x, 3, 2, 3, 3, x"
C,9,1;3;5;b7;9,"x,1,3,2,4,x",E Bb D G,"x, 7, 8, 7, 8, x"
C,9,1;3;5;b7;9,"x,x,2,1,3,4",Bb D G C,"x, x, 8, 7, 8, 8"
C,9,1;3;5;b7;9,"x,2,1,3,3,3",C E Bb D G,"x, 3, 2, 3, 3, 3"
C,9,1;3;5;b7;9,"x,2,1,3,3,3",C E Bb D G,"x, 3, 2, 3, 3, 3"
C,9,1;3;5;b7;9,"x,x,1,3,2,1",C G Bb D,"x, x, 10, 0, 11, 10"
C,9,1;3;5;b7;9,"2,x,1,3,3,3",G E Bb D G,"3, x, 2, 3, 3, 3"
C,9,1;3;5;b7;9,"2,1,3,1,4,x",C E Bb D G,"8, 7, 8, 7, 8, x"
C,9,1;3;5;b7;9,"x,x,2,1,4,3",C E Bb D,"x, x, 10, 9, 11, 10"
C,9b5,1;3;b5;b7;9,"1,2,1,3,4,1",Gb C E Bb D Gb,"2, 3, 2, 3, 3, 2"
C,9b5,1;3;b5;b7;9,"2,1,3,1,1,4",C E Bb D Gb C,"8, 7, 8, 7, 7, 8"
C,9b5,1;3;b5;b7;9,"x,x,1,2,3,1",C Gb Bb D,"x, x, 10, 11, 11, 10"
C,maj13,1;3;5;7;9;11;13,"1,x,2,3,4,x",C B E A,"8, x, 9, 9, 10, x"
C,maj13,1;3;5;7;9;11;13,"1,x,2,3,4,4",C B E A D,"8, x, 9, 9, 10, 10"
C,maj13,1;3;5;7;9;11;13,"x,1,3,2,1,4",C G B D A,"x, 3, 5, 4, 3, 5"
C,maj13,1;3;5;7;9;11;13,"x,1,4,2,1,x",C A B D,"x, 3, 7, 4, 3, x"
C,maj13,1;3;5;7;9;11;13,"x,1,x,2,3,4",C B E A,"x, 3, x, 4, 5, 5"
C,maj13,1;3;5;7;9;11;13,"1,1,3,2,1,4",G C G B D A,"3, 3, 5, 4, 3, 5"
C,7,1;3;5;b7,"x,3,2,4,1,0",C E Bb C E,"x, 3, 2, 3, 1, 0"
C,7,1;3;5;b7,"x,1,3,1,4,1",C G Bb E G,"x, 3, 5, 3, 5, 3"
C,7,1;3;5;b7,"1,3,1,2,4,1",C G Bb E Bb C,"8, 10, 8, 9, 11, 8"
C,7,1;3;5;b7,"x,x,1,1,1,3",G C E Bb,"x, x, 5, 5, 5, 6"
C,7,1;3;5;b7,"x,2,1,3,x,x",C E Bb,"x, 3, 2, 3, x, x"
C,7,1;3;5;b7,"x,x,3,2,4,1",C E Bb C,"x, x, 10, 9, 11, 8"
C,7,1;3;5;b7,"1,3,1,2,1,1",C G Bb E G C,"8, 10, 8, 9, 8, 8"
C,7,1;3;5;b7,"1,x,2,4,3,x",C Bb E G,"8, x, 8, 9, 8, x"
C,7,1;3;5;b7,"x,x,1,3,2,4",C G Bb E,"x, x, 10, 0, 11, 0"
C,7,1;3;5;b7,"x,x,3,4,2,1",E Bb C E,"x, x, 2, 3, 1, 0"
C,7,1;3;5;b7,"x,2,1,3,x,4",C E Bb G,"x, 3, 2, 3, x, 3"
C,7,1;3;5;b7,"2,x,1,3,x,x",G E Bb,"3, x, 2, 3, x, x"
C,7,1;3;5;b7,"4,3,1,1,1,2",C E G C E Bb,"8, 7, 5, 5, 5, 6"
C,7,1;3;5;b7,"x,3,2,4,1,x",C E Bb C,"x, 3, 2, 3, 1, x"
C,7,1;3;5;b7,"x,x,3,1,4,1",G Bb E G,"x, x, 5, 3, 5, 3"
C,7,1;3;5;b7,"x,x,2,3,1,4",E Bb C G,"x, x, 2, 3, 1, 3"
C,7,1;3;5;b7,"x,3,2,4,1,x",C E Bb C,"x, 3, 2, 3, 1, x"
C,dim7,1;b3;b5;bb7,"2,4,1,3,x,x",Gb C Eb A,"2, 3, 1, 2, x, x"
C,dim7,1;b3;b5;bb7,"x,2,3,1,4,x",Eb A C Gb,"x, 6, 7, 5, 7, x"
C,dim7,1;b3;b5;bb7,"x,x,1,3,2,4",C Gb A Eb,"x, x, 10, 11, 10, 11"
C,dim7,1;b3;b5;bb7,"x,2,3,1,4,x",C Gb A Eb,"x, 3, 4, 2, 4, x"
C,dim7,1;b3;b5;bb7,"x,x,1,3,2,4",Eb A C Gb,"x, x, 1, 2, 1, 2"
C,dim7,1;b3;b5;bb7,"x,x,x,2,1,3",Gb A Eb,"x, x, x, 11, 10, 11"
C,dim7,1;b3;b5;bb7,"3,x,1,4,2,x",Gb Eb A C,"2, x, 1, 2, 1, x"
C,dim7,1;b3;b5;bb7,"3,x,1,4,2,x",A Gb C Eb,"5, x, 4, 5, 4, x"
C,dim7,1;b3;b5;bb7,"3,x,1,4,2,x",C A Eb Gb,"8, x, 7, 8, 7, x"
C,dim7,1;b3;b5;bb7,"x,x,1,3,2,4",Gb C Eb A,"x, x, 4, 5, 4, 5"
C,dim7,1;b3;b5;bb7,"x,x,1,3,2,4",A Eb Gb C,"x, x, 7, 8, 7, 8"
C,dim7,1;b3;b5;bb7,"x,2,3,1,4,x",Gb C Eb A,"x, 9, 10, 8, 10, x"
C,dim7,1;b3;b5;bb7,"x,2,3,1,4,x",A Eb Gb C,"x, 0, 1, 11, 1, x"
C,dim7,1;b3;b5;bb7,"3,x,1,4,2,x",Eb C Gb A,"11, x, 10, 11, 10, x"
C,dim7,1;b3;b5;bb7,"x,3,1,2,x,x",C Eb A,"x, 3, 1, 2, x, x"
C,dim7,1;b3;b5;bb7,"2,x,1,3,x,x",C A Eb,"8, x, 7, 8, x, x"
C,aug,1;3;#5,"x,3,2,1,1,x",C E G# C,"x, 3, 2, 1, 1, x"
C,aug,1;3;#5,"4,3,2,1,x,x",G# C E G#,"4, 3, 2, 1, x, x"
C,aug,1;3;#5,"x,x,4,2,3,1",C E G# C,"x, x, 10, 9, 9, 8"
C,maj,1;3;5,"0,3,2,0,1,0",E C E G C E,"0, 3, 2, 0, 1, 0"
C,maj,1;3;5,"x,1,3,3,3,x",C G C E,"x, 3, 5, 5, 5, x"
C,maj,1;3;5,"1,3,4,2,1,1",C G C E G C,"8, 10, 10, 9, 8, 8"
C,maj,1;3;5,"x,3,2,0,1,0",C E G C E,"x, 3, 2, 0, 1, 0"
C,maj,1;3;5,"x,x,x,0,1,0",G C E,"x, x, x, 0, 1, 0"
C,maj,1;3;5,"x,1,3,3,3,1",C G C E G,"x, 3, 5, 5, 5, 3"
C,maj,1;3;5,"x,1,2,3,4,0",C G C E E,"x, 3, 5, 5, 5, 0"
C,maj,1;3;5,"3,4,2,0,1,0",G C E G C E,"3, 3, 2, 0, 1, 0"
C,maj,1;3;5,"2,x,x,3,x,x",C E,"8, x, x, 9, x, x"
C,maj,1;3;5,"x,3,2,0,1,x",C E G C,"x, 3, 2, 0, 1, x"
C,maj,1;3;5,"x,x,1,1,1,4",G C E C,"x, x, 5, 5, 5, 8"
C,maj,1;3;5,"x,x,x,3,4,1",C E G,"x, x, x, 5, 5, 3"
C,maj,1;3;5,"x,x,1,1,1,x",G C E,"x, x, 5, 5, 5, x"
C,maj,1;3;5,"x,2,1,x,x,x",C E,"x, 3, 2, x, x, x"
C,maj,1;3;5,"x,x,3,2,1,1",C E G C,"x, x, 10, 9, 8, 8"
C,maj,1;3;5,"x,3,2,0,1,4",C E G C G,"x, 3, 2, 0, 1, 3"
C,maj,1;3;5,"x,1,x,0,4,x",C G E,"x, 3, x, 0, 5, x"
C,maj,1;3;5,"3,x,2,0,1,0",G E G C E,"3, x, 2, 0, 1, 0"
C,11,1;3;5;b7;9;11,"x,1,1,1,1,1",C F Bb D G,"x, 3, 3, 3, 3, 3"
C,11,1;3;5;b7;9;11,"3,x,4,2,1,1",C Bb D F Bb,"8, x, 8, 7, 6, 6"
C,11,1;3;5;b7;9;11,"x,x,1,1,2,1",C F Bb D,"x, x, 10, 10, 11, 10"
C,maj9,1;3;5;7;9,"x,2,1,4,3,x",C E B D,"x, 3, 2, 4, 3, x"
C,maj9,1;3;5;7;9,"2,1,3,1,x,x",C E B D,"8, 7, 9, 7, x, x"
C,maj9,1;3;5;7;9,"x,x,4,1,2,1",C D G B,"x, x, 10, 7, 8, 7"
C,maj9,1;3;5;7;9,"x,1,4,3,2,0",C G B D E,"x, 3, 5, 4, 3, 0"
C,maj9,1;3;5;7;9,"x,1,0,3,2,0",C D B D E,"x, 3, 0, 4, 3, 0"
C,maj9,1;3;5;7;9,"x,3,0,0,0,0",C D G B E,"x, 3, 0, 0, 0, 0"
C,maj9,1;3;5;7;9,"x,x,1,3,2,2",E B D G,"x, x, 2, 4, 3, 3"
C,maj9,1;3;5;7;9,"x,x,2,3,1,4",B E G D,"x, x, 9, 9, 8, 10"
C,maj9,1;3;5;7;9,"x,2,0,0,1,0",B D G C E,"x, 2, 0, 0, 1, 0"
C,maj9,1;3;5;7;9,"2,x,4,1,3,x",C B D G,"8, x, 9, 7, 8, x"
C,maj9,1;3;5;7;9,"x,x,2,1,4,3",C E B D,"x, x, 10, 9, 0, 10"
C,sus2,1;2;5,"x,1,3,4,1,1",C G C D G,"x, 3, 5, 5, 3, 3"
C,sus2,1;2;5,"x,2,x,0,3,4",C G D G,"x, 3, x, 0, 3, 3"
C,sus2,1;2;5,"x,2,0,0,3,4",C D G D G,"x, 3, 0, 0, 3, 3"
C,m11,1;b3;5;b7;9;11,"2,x,3,4,1,x",C Bb Eb F,"8, x, 8, 8, 6, x"
C,m11,1;b3;5;b7;9;11,"x,2,1,3,4,1",C Eb Bb D F,"x, 3, 1, 3, 3, 1"
C,m11,1;b3;5;b7;9;11,"2,x,3,4,1,1",C Bb Eb F Bb,"8, x, 8, 8, 6, 6"
C,m11,1;b3;5;b7;9;11,"x,2,1,3,4,1",C Eb Bb Eb F,"x, 3, 1, 3, 4, 1"
C,m11,1;b3;5;b7;9;11,"x,1,1,1,2,1",C F Bb Eb G,"x, 3, 3, 3, 4, 3"
C,m11,1;b3;5;b7;9;11,"x,1,1,1,1,1",C F Bb D G,"x, 3, 3, 3, 3, 3"
C,m11,1;b3;5;b7;9;11,"x,x,3,4,1,x",Bb Eb F,"x, x, 8, 8, 6, x"
C,m11,1;b3;5;b7;9;11,"x,x,1,3,1,1",Eb Bb C F,"x, x, 1, 3, 1, 1"
C,add9,1;3;5;9,"x,2,1,0,3,4",C E G D G,"x, 3, 2, 0, 3, 3"
C,add9,1;3;5;9,"x,2,1,0,3,0",C E G D E,"x, 3, 2, 0, 3, 0"
C,add9,1;3;5;9,"x,x,3,2,1,4",C E G D,"x, x, 10, 9, 8, 10"
C,add9,1;3;5;9,"x,1,0,0,2,0",C D G D E,"x, 3, 0, 0, 3, 0"
C,add9,1;3;5;9,"x,3,0,0,1,0",C D G C E,"x, 3, 0, 0, 1, 0"
C,m7b5,1;b3;b5;b7,"x,1,3,2,4,x",C Gb Bb Eb,"x, 3, 4, 3, 4, x"
C,m7b5,1;b3;b5;b7,"2,x,3,4,1,x",C Bb Eb Gb,"8, x, 8, 8, 7, x"
C,m7b5,1;b3;b5;b7,"1,2,1,1,x,x",C Gb Bb Eb,"8, 9, 8, 8, x, x"
C,m7b5,1;b3;b5;b7,"x,x,1,2,2,2",C Gb Bb Eb,"x, x, 10, 11, 11, 11"
C,m7b5,1;b3;b5;b7,"x,2,x,3,4,1",C Bb Eb Gb,"x, 3, x, 3, 4, 2"
C,m13,1;b3;5;b7;9;11;13,"2,x,3,3,4,x",C Bb Eb A,"8, x, 8, 8, 10, x"
C,m13,1;b3;5;b7;9;11;13,"x,x,1,2,2,4",Eb Bb D A,"x, x, 1, 3, 3, 5"
C,m,1;b3;5,"x,4,1,0,2,x",C Eb G C,"x, 3, 1, 0, 1, x"
C,m,1;b3;5,"x,1,3,4,2,1",C G C Eb G,"x, 3, 5, 5, 4, 3"
C,m,1;b3;5,"1,3,4,1,1,1",C G C Eb G C,"8, 10, 10, 8, 8, 8"
C,m,1;b3;5,"x,1,3,4,2,x",C G C Eb,"x, 3, 5, 5, 4, x"
C,m,1;b3;5,"x,x,3,4,2,1",G C Eb G,"x, x, 5, 5, 4, 3"
C,m,1;b3;5,"x,x,x,3,2,1",C Eb G,"x, x, x, 5, 4, 3"
C,m,1;b3;5,"x,1,x,0,2,x",C G Eb,"x, 3, x, 0, 4, x"
C,m,1;b3;5,"x,1,x,3,2,1",C C Eb G,"x, 3, x, 5, 4, 3"
C,m,1;b3;5,"4,2,1,1,x,x",C Eb G C,"8, 6, 5, 5, x, x"
C,m,1;b3;5,"x,x,1,3,4,2",C G C Eb,"x, x, 10, 0, 1, 11"
C,m,1;b3;5,"x,4,2,1,3,x",C Eb G C,"x, 3, 1, 0, 1, x"
C,m,1;b3;5,"x,x,x,1,1,1",Eb G C,"x, x, x, 8, 8, 8"
C,m,1;b3;5,"x,x,3,1,1,1",C Eb G C,"x, x, 10, 8, 8, 8"
C,m,1;b3;5,"x,x,3,1,1,x",C Eb G,"x, x, 10, 8, 8, x"
C,m,1;b3;5,"x,3,4,1,x,x",G C Eb,"x, 10, 10, 8, x, x"
C,m,1;b3;5,"2,1,1,x,x,x",Eb G C,"11, 10, 10, x, x, x"
C,m,1;b3;5,"x,x,3,4,2,x",G C Eb,"x, x, 5, 5, 4, x"
C,m,1;b3;5,"x,2,1,1,x,x",Eb G C,"x, 6, 5, 5, x, x"
C,m,1;b3;5,"4,2,1,x,x,x",C Eb G,"8, 6, 5, x, x, x"
C,7b5,1;3;b5;b7,"x,1,2,1,3,x",C Gb Bb E,"x, 3, 4, 3, 5, x"
C,7b5,1;3;b5;b7,"x,x,2,4,1,3",Bb E Gb C,"x, x, 8, 9, 7, 8"
C,7b5,1;3;b5;b7,"1,3,2,4,x,x",C Gb Bb E,"8, 9, 8, 9, x, x"
C,m7,1;b3;5;b7,"x,3,1,4,1,x",C Eb Bb C,"x, 3, 1, 3, 1, x"
C,m7,1;b3;5;b7,"x,1,3,1,2,1",C G Bb Eb G,"x, 3, 5, 3, 4, 3"
C,m7,1;b3;5;b7,"1,3,1,1,4,1",C G Bb Eb Bb C,"8, 10, 8, 8, 11, 8"
C,m7,1;b3;5;b7,"2,x,3,3,3,x",C Bb Eb G,"8, x, 8, 8, 8, x"
C,m7,1;b3;5;b7,"x,1,x,2,3,x",C Bb Eb,"x, 3, x, 3, 4, x"
C,m7,1;b3;5;b7,"1,3,1,1,1,1",C G Bb Eb G C,"8, 10, 8, 8, 8, 8"
C,m7,1;b3;5;b7,"2,x,x,3,4,1",C Eb G Bb,"8, x, x, 8, 8, 6"
C,m7,1;b3;5;b7,"x,x,1,3,2,2",C G Bb Eb,"x, x, 10, 0, 11, 11"
C,m7,1;b3;5;b7,"x,2,1,3,4,x",C Eb Bb Eb,"x, 3, 1, 3, 4, x"
C,m7,1;b3;5;b7,"x,2,1,3,4,x",C Eb Bb Eb,"x, 3, 1, 3, 4, x"
C,m(maj7),1;b3;5;7,"1,x,4,2,3,x",C B Eb G,"8, x, 9, 8, 8, x"
C,m(maj7),1;b3;5;7,"x,1,3,2,2,x",C G B Eb,"x, 3, 5, 4, 4, x"
C,m(maj7),1;b3;5;7,"x,1,4,2,3,1",C G B Eb G,"x, 3, 5, 4, 4, 3"
C,dim,1;b3;b5,"x,1,2,3,4,x",C Gb C Eb,"x, 3, 4, 5, 4, x"
C,dim,1;b3;b5,"x,x,4,3,1,2",C Eb Gb C,"x, x, 10, 8, 7, 8"
C,dim,1;b3;b5,"1,2,4,3,x,x",C Gb C Eb,"8, 9, 10, 8, x, x"
C,6,1;3;5;6,"x,4,2,3,1,0",C E A C E,"x, 3, 2, 2, 1, 0"
C,6,1;3;5;6,"x,1,3,3,3,3",C G C E A,"x, 3, 5, 5, 5, 5"
C,6,1;3;5;6,"1,x,3,2,4,1",C C E A C,"8, x, 10, 9, 10, 8"
C,6,1;3;5;6,"2,x,1,4,3,x",C A E G,"8, x, 7, 9, 8, x"
C,6,1;3;5;6,"x,x,3,2,4,1",C E A C,"x, x, 10, 9, 10, 8"
C,6,1;3;5;6,"x,x,x,1,1,1",C E A,"x, x, x, 5, 5, 5"
C,6,1;3;5;6,"2,x,1,4,x,x",C A E,"8, x, 7, 9, x, x"
C,6,1;3;5;6,"x,4,2,3,1,x",C E A C,"x, 3, 2, 2, 1, x"
C,6,1;3;5;6,"x,2,1,1,x,x",C E A,"x, 3, 2, 2, x, x"
C,6,1;3;5;6,"x,x,1,1,1,1",G C E A,"x, x, 5, 5, 5, 5"
C,7(#5),1;3;#5;b7,"x,1,2,1,1,x",Bb E G# C,"x, 1, 2, 1, 1, x"
C,7(#5),1;3;#5;b7,"x,1,4,1,3,2",C G# Bb E G#,"x, 3, 6, 3, 5, 4"
C,7(#5),1;3;#5;b7,"1,x,1,2,3,1",C Bb E G# C,"8, x, 8, 9, 9, 8"
C,7(#5),1;3;#5;b7,"1,x,2,3,4,x",C Bb E G#,"8, x, 8, 9, 9, x"
C,7sus4,1;4;5;b7,"x,2,3,4,1,x",C F Bb C,"x, 3, 3, 3, 1, x"
C,7sus4,1;4;5;b7,"x,1,3,1,4,1",C G Bb F G,"x, 3, 5, 3, 6, 3"
C,7sus4,1;4;5;b7,"1,3,1,4,1,1",C G Bb F G C,"8, 10, 8, 10, 8, 8"
C,maj7,1;3;5;7,"x,3,2,0,0,0",C E G B E,"x, 3, 2, 0, 0, 0"
C,maj7,1;3;5;7,"x,1,3,2,4,1",C G B E G,"x, 3, 5, 4, 5, 3"
C,maj7,1;3;5;7,"x,x,4,3,2,1",C E G B,"x, x, 10, 9, 8, 7"
C,maj7,1;3;5;7,"x,1,3,2,4,x",C G B E,"x, 3, 5, 4, 5, x"
C,maj7,1;3;5;7,"1,x,3,4,2,x",C B E G,"8, x, 9, 9, 8, x"
C,maj7,1;3;5;7,"3,4,2,0,0,0",G C E G B E,"3, 3, 2, 0, 0, 0"
C,maj7,1;3;5;7,"1,3,4,2,0,0",C G C E B E,"8, 10, 10, 9, 0, 0"
C,maj7,1;3;5;7,"x,1,3,4,0,0",C G C B E,"x, 3, 5, 5, 0, 0"
C,maj7,1;3;5;7,"1,x,3,4,x,x",C B E,"8, x, 9, 9, x, x"
C,maj7,1;3;5;7,"x,2,1,0,0,3",C E G B G,"x, 3, 2, 0, 0, 3"
C,maj7,1;3;5;7,"x,2,4,0,0,0",C G G B E,"x, 3, 5, 0, 0, 0"
C,maj7,1;3;5;7,"x,x,1,1,1,3",G C E B,"x, x, 5, 5, 5, 7"
C,maj7,1;3;5;7,"x,x,2,3,1,1",B E G C,"x, x, 9, 9, 8, 8"
C,maj7,1;3;5;7,"x,x,1,3,3,3",C G B E,"x, x, 10, 0, 0, 0"
C,maj7,1;3;5;7,"x,1,3,2,4,0",C G B E E,"x, 3, 5, 4, 5, 0"
C,maj7,1;3;5;7,"x,x,2,4,1,3",E B C G,"x, x, 2, 4, 1, 3"
C,maj7,1;3;5;7,"2,x,1,3,4,x",E C G B,"0, x, 10, 0, 0, x"
C,maj7,1;3;5;7,"x,x,2,4,1,3",E B C G,"x, x, 2, 4, 1, 3"
C,5,1;5,"x,1,3,x,x,x",C G,"x, 3, 5, x, x, x"
C,5,1;5,"1,3,x,x,x,x",C G,"8, 10, x, x, x, x"
C,5,1;5,"x,1,3,4,x,x",C G C,"x, 3, 5, 5, x, x"
C,5,1;5,"1,3,4,x,x,x",C G C,"8, 10, 10, x, x, x"
C,5,1;5,"1,1,3,x,x,x",G C G,"3, 3, 5, x, x, x"
C,5,1;5,"x,x,2,3,x,x",G C,"x, x, 5, 5, x, x"
C,5,1;5,"x,x,1,3,4,x",C G C,"x, x, 10, 0, 1, x"
